p2p_transfer_id,leg_role,customer_id,wallet_id,amount,direction
ANTX-000095135,P2P_RECEIVE,AN-C000244,100000244,537.43,CREDIT
ANTX-000095139,P2P_SEND,AN-C000354,100000354,2000.46,DEBIT
ANTX-000095139,P2P_RECEIVE,AN-C001634,100001634,2000.46,CREDIT
ANTX-000095141,P2P_SEND,AN-C000354,100000354,430.13,DEBIT
ANTX-000095141,P2P_RECEIVE,AN-C001714,100001714,430.13,CREDIT
ANTX-000095144,P2P_SEND,AN-C000355,100000355,567.09,DEBIT
ANTX-000095144,P2P_RECEIVE,AN-C001321,100001321,567.09,CREDIT
ANTX-000095148,P2P_SEND,AN-C000355,100000355,1534.1,DEBIT
ANTX-000095148,P2P_RECEIVE,AN-C001715,100001715,1534.1,CREDIT
ANTX-000095157,P2P_SEND,AN-C000355,100000355,450.12,DEBIT
ANTX-000095157,P2P_RECEIVE,AN-C000189,100000189,450.12,CREDIT
ANTX-000095160,P2P_SEND,AN-C000355,100000355,1313.18,DEBIT
ANTX-000095160,P2P_RECEIVE,AN-C001386,100001386,1313.18,CREDIT
ANTX-000095163,P2P_SEND,AN-C000355,100000355,25.23,DEBIT
ANTX-000095163,P2P_RECEIVE,AN-C001031,100001031,25.23,CREDIT
ANTX-000095164,P2P_SEND,AN-C000355,100000355,42.88,DEBIT
ANTX-000095164,P2P_RECEIVE,AN-C000595,100000595,42.88,CREDIT
ANTX-000095165,P2P_SEND,AN-C000355,100000355,954.79,DEBIT
ANTX-000095165,P2P_RECEIVE,AN-C002264,100002264,954.79,CREDIT
ANTX-000095167,P2P_SEND,AN-C000355,100000355,510.0,DEBIT
ANTX-000095167,P2P_RECEIVE,AN-C000018,100000018,510.0,CREDIT
ANTX-000095173,P2P_SEND,AN-C000355,100000355,1518.93,DEBIT
ANTX-000095173,P2P_RECEIVE,AN-C002674,100002674,1518.93,CREDIT
ANTX-000095174,P2P_SEND,AN-C000355,100000355,433.92,DEBIT
ANTX-000095174,P2P_RECEIVE,AN-C000004,100000004,433.92,CREDIT
ANTX-000095175,P2P_SEND,AN-C000355,100000355,595.7,DEBIT
ANTX-000095175,P2P_RECEIVE,AN-C001505,100001505,595.7,CREDIT
ANTX-000095177,P2P_SEND,AN-C000355,100000355,1811.21,DEBIT
ANTX-000095177,P2P_RECEIVE,AN-C002085,100002085,1811.21,CREDIT
ANTX-000095182,P2P_SEND,AN-C000355,100000355,15.94,DEBIT
ANTX-000095182,P2P_RECEIVE,AN-C001331,100001331,15.94,CREDIT
ANTX-000095190,P2P_SEND,AN-C000355,100000355,1888.51,DEBIT
ANTX-000095190,P2P_RECEIVE,AN-C000137,100000137,1888.51,CREDIT
ANTX-000095193,P2P_SEND,AN-C000355,100000355,2053.75,DEBIT
ANTX-000095193,P2P_RECEIVE,AN-C001787,100001787,2053.75,CREDIT
ANTX-000095200,P2P_SEND,AN-C000355,100000355,1302.5,DEBIT
ANTX-000095200,P2P_RECEIVE,AN-C002308,100002308,1302.5,CREDIT
ANTX-000095205,P2P_SEND,AN-C000355,100000355,780.04,DEBIT
ANTX-000095205,P2P_RECEIVE,AN-C001993,100001993,780.04,CREDIT
ANTX-000095207,P2P_SEND,AN-C000355,100000355,820.02,DEBIT
ANTX-000095207,P2P_RECEIVE,AN-C002523,100002523,820.02,CREDIT
ANTX-000095212,P2P_SEND,AN-C000355,100000355,347.35,DEBIT
ANTX-000095212,P2P_RECEIVE,AN-C002097,100002097,347.35,CREDIT
ANTX-000095214,P2P_SEND,AN-C000355,100000355,1605.07,DEBIT
ANTX-000095214,P2P_RECEIVE,AN-C002487,100002487,1605.07,CREDIT
ANTX-000095220,P2P_SEND,AN-C000355,100000355,60.29,DEBIT
ANTX-000095220,P2P_RECEIVE,AN-C002640,100002640,60.29,CREDIT
ANTX-000095222,P2P_SEND,AN-C000355,100000355,478.02,DEBIT
ANTX-000095222,P2P_RECEIVE,AN-C001685,100001685,478.02,CREDIT
ANTX-000095223,P2P_SEND,AN-C000355,100000355,117.91,DEBIT
ANTX-000095223,P2P_RECEIVE,AN-C000097,100000097,117.91,CREDIT
ANTX-000095227,P2P_SEND,AN-C000355,100000355,313.88,DEBIT
ANTX-000095227,P2P_RECEIVE,AN-C001324,100001324,313.88,CREDIT
ANTX-000095231,P2P_SEND,AN-C000355,100000355,247.16,DEBIT
ANTX-000095231,P2P_RECEIVE,AN-C002179,100002179,247.16,CREDIT
ANTX-000095233,P2P_SEND,AN-C000355,100000355,164.62,DEBIT
ANTX-000095233,P2P_RECEIVE,AN-C001959,100001959,164.62,CREDIT
ANTX-000095244,P2P_SEND,AN-C000355,100000355,1241.7,DEBIT
ANTX-000095244,P2P_RECEIVE,AN-C000301,100000301,1241.7,CREDIT
ANTX-000095247,P2P_SEND,AN-C000355,100000355,68.21,DEBIT
ANTX-000095247,P2P_RECEIVE,AN-C002508,100002508,68.21,CREDIT
ANTX-000095253,P2P_SEND,AN-C000355,100000355,449.2,DEBIT
ANTX-000095253,P2P_RECEIVE,AN-C000062,100000062,449.2,CREDIT
ANTX-000095261,P2P_SEND,AN-C000355,100000355,488.82,DEBIT
ANTX-000095261,P2P_RECEIVE,AN-C001663,100001663,488.82,CREDIT
ANTX-000095266,P2P_SEND,AN-C000355,100000355,2377.18,DEBIT
ANTX-000095266,P2P_RECEIVE,AN-C000808,100000808,2377.18,CREDIT
ANTX-000095268,P2P_SEND,AN-C000355,100000355,225.01,DEBIT
ANTX-000095268,P2P_RECEIVE,AN-C001145,100001145,225.01,CREDIT
ANTX-000095278,P2P_SEND,AN-C000355,100000355,2393.36,DEBIT
ANTX-000095278,P2P_RECEIVE,AN-C000734,100000734,2393.36,CREDIT
ANTX-000095280,P2P_SEND,AN-C000355,100000355,485.4,DEBIT
ANTX-000095280,P2P_RECEIVE,AN-C000333,100000333,485.4,CREDIT
ANTX-000095287,P2P_SEND,AN-C000355,100000355,1222.78,DEBIT
ANTX-000095287,P2P_RECEIVE,AN-C001280,100001280,1222.78,CREDIT
ANTX-000095290,P2P_SEND,AN-C000355,100000355,214.54,DEBIT
ANTX-000095290,P2P_RECEIVE,AN-C002048,100002048,214.54,CREDIT
ANTX-000095291,P2P_SEND,AN-C000355,100000355,1140.62,DEBIT
ANTX-000095291,P2P_RECEIVE,AN-C002469,100002469,1140.62,CREDIT
ANTX-000095299,P2P_SEND,AN-C000355,100000355,1389.36,DEBIT
ANTX-000095299,P2P_RECEIVE,AN-C000742,100000742,1389.36,CREDIT
ANTX-000095300,P2P_SEND,AN-C000355,100000355,112.64,DEBIT
ANTX-000095300,P2P_RECEIVE,AN-C002520,100002520,112.64,CREDIT
ANTX-000095302,P2P_SEND,AN-C000355,100000355,676.01,DEBIT
ANTX-000095302,P2P_RECEIVE,AN-C001109,100001109,676.01,CREDIT
ANTX-000095311,P2P_SEND,AN-C000355,100000355,404.52,DEBIT
ANTX-000095311,P2P_RECEIVE,AN-C000591,100000591,404.52,CREDIT
ANTX-000095313,P2P_SEND,AN-C000355,100000355,14.23,DEBIT
ANTX-000095313,P2P_RECEIVE,AN-C000956,100000956,14.23,CREDIT
ANTX-000095323,P2P_SEND,AN-C000355,100000355,1169.42,DEBIT
ANTX-000095323,P2P_RECEIVE,AN-C000169,100000169,1169.42,CREDIT
ANTX-000095327,P2P_SEND,AN-C000355,100000355,19.52,DEBIT
ANTX-000095327,P2P_RECEIVE,AN-C000984,100000984,19.52,CREDIT
ANTX-000095330,P2P_SEND,AN-C000355,100000355,1407.71,DEBIT
ANTX-000095330,P2P_RECEIVE,AN-C000961,100000961,1407.71,CREDIT
ANTX-000095332,P2P_SEND,AN-C000355,100000355,72.42,DEBIT
ANTX-000095332,P2P_RECEIVE,AN-C001425,100001425,72.42,CREDIT
ANTX-000095336,P2P_SEND,AN-C000355,100000355,750.73,DEBIT
ANTX-000095336,P2P_RECEIVE,AN-C000090,100000090,750.73,CREDIT
ANTX-000095341,P2P_SEND,AN-C000355,100000355,1186.52,DEBIT
ANTX-000095341,P2P_RECEIVE,AN-C000100,100000100,1186.52,CREDIT
ANTX-000095352,P2P_SEND,AN-C000355,100000355,1000.29,DEBIT
ANTX-000095352,P2P_RECEIVE,AN-C000596,100000596,1000.29,CREDIT
ANTX-000095353,P2P_SEND,AN-C000355,100000355,43.84,DEBIT
ANTX-000095353,P2P_RECEIVE,AN-C000009,100000009,43.84,CREDIT
ANTX-000095367,P2P_SEND,AN-C000355,100000355,123.04,DEBIT
ANTX-000095367,P2P_RECEIVE,AN-C002756,100002756,123.04,CREDIT
ANTX-000095377,P2P_SEND,AN-C000355,100000355,2462.57,DEBIT
ANTX-000095377,P2P_RECEIVE,AN-C000702,100000702,2462.57,CREDIT
ANTX-000095386,P2P_SEND,AN-C000355,100000355,867.23,DEBIT
ANTX-000095386,P2P_RECEIVE,AN-C001168,100001168,867.23,CREDIT
ANTX-000095389,P2P_SEND,AN-C000355,100000355,604.24,DEBIT
ANTX-000095389,P2P_RECEIVE,AN-C001124,100001124,604.24,CREDIT
ANTX-000095390,P2P_SEND,AN-C000355,100000355,24.03,DEBIT
ANTX-000095390,P2P_RECEIVE,AN-C002301,100002301,24.03,CREDIT
ANTX-000095401,P2P_SEND,AN-C000355,100000355,1811.22,DEBIT
ANTX-000095401,P2P_RECEIVE,AN-C001316,100001316,1811.22,CREDIT
ANTX-000095405,P2P_SEND,AN-C000355,100000355,31.97,DEBIT
ANTX-000095405,P2P_RECEIVE,AN-C000838,100000838,31.97,CREDIT
ANTX-000095406,P2P_SEND,AN-C000355,100000355,24.72,DEBIT
ANTX-000095406,P2P_RECEIVE,AN-C002288,100002288,24.72,CREDIT
ANTX-000095410,P2P_SEND,AN-C000355,100000355,1163.67,DEBIT
ANTX-000095410,P2P_RECEIVE,AN-C000893,100000893,1163.67,CREDIT
ANTX-000095416,P2P_SEND,AN-C000355,100000355,117.34,DEBIT
ANTX-000095416,P2P_RECEIVE,AN-C002984,100002984,117.34,CREDIT
ANTX-000095417,P2P_SEND,AN-C000355,100000355,2309.56,DEBIT
ANTX-000095417,P2P_RECEIVE,AN-C002974,100002974,2309.56,CREDIT
ANTX-000095421,P2P_SEND,AN-C000355,100000355,1988.28,DEBIT
ANTX-000095421,P2P_RECEIVE,AN-C000004,100000004,1988.28,CREDIT
ANTX-000095430,P2P_SEND,AN-C000355,100000355,908.0,DEBIT
ANTX-000095430,P2P_RECEIVE,AN-C001029,100001029,908.0,CREDIT
ANTX-000095431,P2P_SEND,AN-C000355,100000355,573.96,DEBIT
ANTX-000095431,P2P_RECEIVE,AN-C001133,100001133,573.96,CREDIT
ANTX-000095444,P2P_SEND,AN-C000355,100000355,1229.99,DEBIT
ANTX-000095444,P2P_RECEIVE,AN-C001759,100001759,1229.99,CREDIT
ANTX-000095454,P2P_SEND,AN-C000355,100000355,1671.1,DEBIT
ANTX-000095454,P2P_RECEIVE,AN-C000381,100000381,1671.1,CREDIT
ANTX-000095456,P2P_SEND,AN-C000355,100000355,582.5,DEBIT
ANTX-000095456,P2P_RECEIVE,AN-C001063,100001063,582.5,CREDIT
ANTX-000095466,P2P_SEND,AN-C000355,100000355,1889.65,DEBIT
ANTX-000095466,P2P_RECEIVE,AN-C001765,100001765,1889.65,CREDIT
ANTX-000095467,P2P_SEND,AN-C000355,100000355,2422.88,DEBIT
ANTX-000095467,P2P_RECEIVE,AN-C001956,100001956,2422.88,CREDIT
ANTX-000095470,P2P_SEND,AN-C000355,100000355,139.95,DEBIT
ANTX-000095470,P2P_RECEIVE,AN-C002265,100002265,139.95,CREDIT
ANTX-000095486,P2P_SEND,AN-C000355,100000355,17.97,DEBIT
ANTX-000095486,P2P_RECEIVE,AN-C001112,100001112,17.97,CREDIT
ANTX-000095493,P2P_SEND,AN-C000355,100000355,1212.06,DEBIT
ANTX-000095493,P2P_RECEIVE,AN-C000183,100000183,1212.06,CREDIT
ANTX-000095495,P2P_SEND,AN-C000355,100000355,1300.69,DEBIT
ANTX-000095495,P2P_RECEIVE,AN-C002340,100002340,1300.69,CREDIT
ANTX-000095499,P2P_SEND,AN-C000355,100000355,1196.36,DEBIT
ANTX-000095499,P2P_RECEIVE,AN-C000421,100000421,1196.36,CREDIT
ANTX-000095501,P2P_SEND,AN-C000355,100000355,1326.2,DEBIT
ANTX-000095501,P2P_RECEIVE,AN-C000606,100000606,1326.2,CREDIT
ANTX-000095507,P2P_SEND,AN-C000355,100000355,1779.54,DEBIT
ANTX-000095507,P2P_RECEIVE,AN-C000712,100000712,1779.54,CREDIT
ANTX-000095508,P2P_SEND,AN-C000355,100000355,158.09,DEBIT
ANTX-000095508,P2P_RECEIVE,AN-C000548,100000548,158.09,CREDIT
ANTX-000095513,P2P_SEND,AN-C000355,100000355,450.58,DEBIT
ANTX-000095513,P2P_RECEIVE,AN-C002670,100002670,450.58,CREDIT
ANTX-000095515,P2P_SEND,AN-C000355,100000355,211.24,DEBIT
ANTX-000095515,P2P_RECEIVE,AN-C000410,100000410,211.24,CREDIT
ANTX-000095525,P2P_SEND,AN-C000355,100000355,837.91,DEBIT
ANTX-000095525,P2P_RECEIVE,AN-C002817,100002817,837.91,CREDIT
ANTX-000095527,P2P_SEND,AN-C000355,100000355,1578.82,DEBIT
ANTX-000095527,P2P_RECEIVE,AN-C002519,100002519,1578.82,CREDIT
ANTX-000095529,P2P_SEND,AN-C000355,100000355,303.23,DEBIT
ANTX-000095529,P2P_RECEIVE,AN-C002705,100002705,303.23,CREDIT
ANTX-000095530,P2P_SEND,AN-C000355,100000355,1962.12,DEBIT
ANTX-000095530,P2P_RECEIVE,AN-C001128,100001128,1962.12,CREDIT
ANTX-000095534,P2P_SEND,AN-C000355,100000355,262.47,DEBIT
ANTX-000095534,P2P_RECEIVE,AN-C001696,100001696,262.47,CREDIT
ANTX-000095535,P2P_SEND,AN-C000355,100000355,2457.03,DEBIT
ANTX-000095535,P2P_RECEIVE,AN-C000089,100000089,2457.03,CREDIT
ANTX-000095539,P2P_SEND,AN-C000355,100000355,715.03,DEBIT
ANTX-000095539,P2P_RECEIVE,AN-C000991,100000991,715.03,CREDIT
ANTX-000095550,P2P_SEND,AN-C000355,100000355,35.36,DEBIT
ANTX-000095550,P2P_RECEIVE,AN-C000097,100000097,35.36,CREDIT
ANTX-000095553,P2P_SEND,AN-C000355,100000355,2230.86,DEBIT
ANTX-000095553,P2P_RECEIVE,AN-C000362,100000362,2230.86,CREDIT
ANTX-000095555,P2P_SEND,AN-C000355,100000355,83.65,DEBIT
ANTX-000095555,P2P_RECEIVE,AN-C000363,100000363,83.65,CREDIT
ANTX-000095558,P2P_SEND,AN-C000355,100000355,338.42,DEBIT
ANTX-000095558,P2P_RECEIVE,AN-C002156,100002156,338.42,CREDIT
ANTX-000095566,P2P_SEND,AN-C000355,100000355,425.54,DEBIT
ANTX-000095566,P2P_RECEIVE,AN-C001209,100001209,425.54,CREDIT
ANTX-000095570,P2P_SEND,AN-C000355,100000355,419.48,DEBIT
ANTX-000095570,P2P_RECEIVE,AN-C002133,100002133,419.48,CREDIT
ANTX-000095576,P2P_SEND,AN-C000355,100000355,325.19,DEBIT
ANTX-000095576,P2P_RECEIVE,AN-C002303,100002303,325.19,CREDIT
ANTX-000095581,P2P_SEND,AN-C000355,100000355,46.66,DEBIT
ANTX-000095581,P2P_RECEIVE,AN-C001937,100001937,46.66,CREDIT
ANTX-000095595,P2P_SEND,AN-C000355,100000355,12.73,DEBIT
ANTX-000095595,P2P_RECEIVE,AN-C000870,100000870,12.73,CREDIT
ANTX-000095602,P2P_SEND,AN-C000355,100000355,1848.4,DEBIT
ANTX-000095602,P2P_RECEIVE,AN-C002318,100002318,1848.4,CREDIT
ANTX-000095606,P2P_SEND,AN-C000355,100000355,1187.04,DEBIT
ANTX-000095606,P2P_RECEIVE,AN-C001634,100001634,1187.04,CREDIT
ANTX-000095607,P2P_SEND,AN-C000355,100000355,358.45,DEBIT
ANTX-000095607,P2P_RECEIVE,AN-C002849,100002849,358.45,CREDIT
ANTX-000095622,P2P_SEND,AN-C000355,100000355,1567.53,DEBIT
ANTX-000095622,P2P_RECEIVE,AN-C001577,100001577,1567.53,CREDIT
ANTX-000095633,P2P_SEND,AN-C000355,100000355,449.07,DEBIT
ANTX-000095633,P2P_RECEIVE,AN-C000297,100000297,449.07,CREDIT
ANTX-000095637,P2P_SEND,AN-C000355,100000355,1621.53,DEBIT
ANTX-000095637,P2P_RECEIVE,AN-C002326,100002326,1621.53,CREDIT
ANTX-000095639,P2P_SEND,AN-C000355,100000355,129.16,DEBIT
ANTX-000095639,P2P_RECEIVE,AN-C002410,100002410,129.16,CREDIT
ANTX-000095643,P2P_SEND,AN-C000355,100000355,97.44,DEBIT
ANTX-000095643,P2P_RECEIVE,AN-C000049,100000049,97.44,CREDIT
ANTX-000095647,P2P_SEND,AN-C000355,100000355,1577.48,DEBIT
ANTX-000095647,P2P_RECEIVE,AN-C000173,100000173,1577.48,CREDIT
ANTX-000095649,P2P_SEND,AN-C000355,100000355,21.41,DEBIT
ANTX-000095649,P2P_RECEIVE,AN-C000851,100000851,21.41,CREDIT
ANTX-000095656,P2P_SEND,AN-C000355,100000355,1030.74,DEBIT
ANTX-000095656,P2P_RECEIVE,AN-C001737,100001737,1030.74,CREDIT
ANTX-000095657,P2P_SEND,AN-C000355,100000355,1832.74,DEBIT
ANTX-000095657,P2P_RECEIVE,AN-C001676,100001676,1832.74,CREDIT
ANTX-000095661,P2P_SEND,AN-C000355,100000355,839.73,DEBIT
ANTX-000095661,P2P_RECEIVE,AN-C000420,100000420,839.73,CREDIT
ANTX-000095665,P2P_SEND,AN-C000355,100000355,978.9,DEBIT
ANTX-000095665,P2P_RECEIVE,AN-C002983,100002983,978.9,CREDIT
ANTX-000095670,P2P_SEND,AN-C000355,100000355,2229.28,DEBIT
ANTX-000095670,P2P_RECEIVE,AN-C002413,100002413,2229.28,CREDIT
ANTX-000095674,P2P_SEND,AN-C000355,100000355,32.13,DEBIT
ANTX-000095674,P2P_RECEIVE,AN-C002616,100002616,32.13,CREDIT
ANTX-000095682,P2P_SEND,AN-C000355,100000355,79.81,DEBIT
ANTX-000095682,P2P_RECEIVE,AN-C002327,100002327,79.81,CREDIT
ANTX-000095687,P2P_SEND,AN-C000355,100000355,1978.01,DEBIT
ANTX-000095687,P2P_RECEIVE,AN-C002399,100002399,1978.01,CREDIT
ANTX-000095695,P2P_SEND,AN-C000355,100000355,2266.2,DEBIT
ANTX-000095695,P2P_RECEIVE,AN-C002298,100002298,2266.2,CREDIT
ANTX-000095696,P2P_SEND,AN-C000355,100000355,458.92,DEBIT
ANTX-000095696,P2P_RECEIVE,AN-C000309,100000309,458.92,CREDIT
ANTX-000095697,P2P_SEND,AN-C000355,100000355,2268.71,DEBIT
ANTX-000095697,P2P_RECEIVE,AN-C001852,100001852,2268.71,CREDIT
ANTX-000095722,P2P_SEND,AN-C000355,100000355,922.56,DEBIT
ANTX-000095722,P2P_RECEIVE,AN-C000061,100000061,922.56,CREDIT
ANTX-000095724,P2P_SEND,AN-C000355,100000355,162.47,DEBIT
ANTX-000095724,P2P_RECEIVE,AN-C001753,100001753,162.47,CREDIT
ANTX-000095725,P2P_SEND,AN-C000355,100000355,351.46,DEBIT
ANTX-000095725,P2P_RECEIVE,AN-C000675,100000675,351.46,CREDIT
ANTX-000095726,P2P_SEND,AN-C000355,100000355,680.24,DEBIT
ANTX-000095726,P2P_RECEIVE,AN-C000323,100000323,680.24,CREDIT
ANTX-000095730,P2P_SEND,AN-C000355,100000355,1236.11,DEBIT
ANTX-000095730,P2P_RECEIVE,AN-C000566,100000566,1236.11,CREDIT
ANTX-000095733,P2P_SEND,AN-C000355,100000355,2493.76,DEBIT
ANTX-000095733,P2P_RECEIVE,AN-C001912,100001912,2493.76,CREDIT
ANTX-000095735,P2P_SEND,AN-C000355,100000355,50.59,DEBIT
ANTX-000095735,P2P_RECEIVE,AN-C001683,100001683,50.59,CREDIT
ANTX-000095737,P2P_SEND,AN-C000355,100000355,978.41,DEBIT
ANTX-000095737,P2P_RECEIVE,AN-C002074,100002074,978.41,CREDIT
ANTX-000095738,P2P_SEND,AN-C000355,100000355,1848.74,DEBIT
ANTX-000095738,P2P_RECEIVE,AN-C000972,100000972,1848.74,CREDIT
ANTX-000095739,P2P_SEND,AN-C000355,100000355,106.87,DEBIT
ANTX-000095739,P2P_RECEIVE,AN-C001747,100001747,106.87,CREDIT
ANTX-000095741,P2P_SEND,AN-C000355,100000355,55.32,DEBIT
ANTX-000095741,P2P_RECEIVE,AN-C002224,100002224,55.32,CREDIT
ANTX-000095752,P2P_SEND,AN-C000355,100000355,454.16,DEBIT
ANTX-000095752,P2P_RECEIVE,AN-C000893,100000893,454.16,CREDIT
ANTX-000095754,P2P_SEND,AN-C000355,100000355,1185.09,DEBIT
ANTX-000095754,P2P_RECEIVE,AN-C000835,100000835,1185.09,CREDIT
ANTX-000095759,P2P_SEND,AN-C000355,100000355,908.15,DEBIT
ANTX-000095759,P2P_RECEIVE,AN-C000786,100000786,908.15,CREDIT
ANTX-000095763,P2P_SEND,AN-C000355,100000355,642.27,DEBIT
ANTX-000095763,P2P_RECEIVE,AN-C002233,100002233,642.27,CREDIT
ANTX-000095767,P2P_SEND,AN-C000355,100000355,72.49,DEBIT
ANTX-000095767,P2P_RECEIVE,AN-C002821,100002821,72.49,CREDIT
ANTX-000095768,P2P_SEND,AN-C000355,100000355,58.09,DEBIT
ANTX-000095768,P2P_RECEIVE,AN-C001845,100001845,58.09,CREDIT
ANTX-000095769,P2P_SEND,AN-C000355,100000355,1187.11,DEBIT
ANTX-000095769,P2P_RECEIVE,AN-C002883,100002883,1187.11,CREDIT
ANTX-000095770,P2P_SEND,AN-C000355,100000355,1355.57,DEBIT
ANTX-000095770,P2P_RECEIVE,AN-C002414,100002414,1355.57,CREDIT
ANTX-000095771,P2P_SEND,AN-C000355,100000355,628.89,DEBIT
ANTX-000095771,P2P_RECEIVE,AN-C000143,100000143,628.89,CREDIT
ANTX-000095772,P2P_SEND,AN-C000355,100000355,15.41,DEBIT
ANTX-000095772,P2P_RECEIVE,AN-C000376,100000376,15.41,CREDIT
ANTX-000095774,P2P_SEND,AN-C000355,100000355,1643.33,DEBIT
ANTX-000095774,P2P_RECEIVE,AN-C001641,100001641,1643.33,CREDIT
ANTX-000095776,P2P_SEND,AN-C000355,100000355,318.54,DEBIT
ANTX-000095776,P2P_RECEIVE,AN-C000061,100000061,318.54,CREDIT
ANTX-000095777,P2P_SEND,AN-C000355,100000355,814.48,DEBIT
ANTX-000095777,P2P_RECEIVE,AN-C001883,100001883,814.48,CREDIT
ANTX-000095780,P2P_SEND,AN-C000355,100000355,60.4,DEBIT
ANTX-000095780,P2P_RECEIVE,AN-C002461,100002461,60.4,CREDIT
ANTX-000095784,P2P_SEND,AN-C000355,100000355,169.3,DEBIT
ANTX-000095784,P2P_RECEIVE,AN-C001165,100001165,169.3,CREDIT
ANTX-000095793,P2P_SEND,AN-C000355,100000355,1870.92,DEBIT
ANTX-000095793,P2P_RECEIVE,AN-C001250,100001250,1870.92,CREDIT
ANTX-000095795,P2P_SEND,AN-C000355,100000355,1202.19,DEBIT
ANTX-000095795,P2P_RECEIVE,AN-C001108,100001108,1202.19,CREDIT
ANTX-000095797,P2P_SEND,AN-C000355,100000355,787.42,DEBIT
ANTX-000095797,P2P_RECEIVE,AN-C002155,100002155,787.42,CREDIT
ANTX-000095807,P2P_SEND,AN-C000355,100000355,2431.02,DEBIT
ANTX-000095807,P2P_RECEIVE,AN-C001464,100001464,2431.02,CREDIT
ANTX-000095815,P2P_SEND,AN-C000355,100000355,1438.7,DEBIT
ANTX-000095815,P2P_RECEIVE,AN-C001627,100001627,1438.7,CREDIT
ANTX-000095818,P2P_SEND,AN-C000355,100000355,1175.81,DEBIT
ANTX-000095818,P2P_RECEIVE,AN-C001279,100001279,1175.81,CREDIT
ANTX-000095821,P2P_SEND,AN-C000355,100000355,2051.92,DEBIT
ANTX-000095821,P2P_RECEIVE,AN-C002279,100002279,2051.92,CREDIT
ANTX-000095827,P2P_SEND,AN-C000355,100000355,12.89,DEBIT
ANTX-000095827,P2P_RECEIVE,AN-C002414,100002414,12.89,CREDIT
ANTX-000095828,P2P_SEND,AN-C000355,100000355,37.67,DEBIT
ANTX-000095828,P2P_RECEIVE,AN-C001125,100001125,37.67,CREDIT
ANTX-000095833,P2P_SEND,AN-C000355,100000355,896.09,DEBIT
ANTX-000095833,P2P_RECEIVE,AN-C002807,100002807,896.09,CREDIT
ANTX-000095839,P2P_SEND,AN-C000355,100000355,694.47,DEBIT
ANTX-000095839,P2P_RECEIVE,AN-C001205,100001205,694.47,CREDIT
ANTX-000095846,P2P_SEND,AN-C000355,100000355,148.36,DEBIT
ANTX-000095846,P2P_RECEIVE,AN-C002278,100002278,148.36,CREDIT
ANTX-000095854,P2P_SEND,AN-C000355,100000355,106.53,DEBIT
ANTX-000095854,P2P_RECEIVE,AN-C000335,100000335,106.53,CREDIT
ANTX-000095865,P2P_SEND,AN-C000355,100000355,1685.94,DEBIT
ANTX-000095865,P2P_RECEIVE,AN-C001371,100001371,1685.94,CREDIT
ANTX-000095869,P2P_SEND,AN-C000355,100000355,24.22,DEBIT
ANTX-000095869,P2P_RECEIVE,AN-C002417,100002417,24.22,CREDIT
ANTX-000095871,P2P_SEND,AN-C000355,100000355,274.04,DEBIT
ANTX-000095871,P2P_RECEIVE,AN-C001120,100001120,274.04,CREDIT
ANTX-000095873,P2P_SEND,AN-C000355,100000355,266.04,DEBIT
ANTX-000095873,P2P_RECEIVE,AN-C000778,100000778,266.04,CREDIT
ANTX-000095874,P2P_SEND,AN-C000355,100000355,176.48,DEBIT
ANTX-000095874,P2P_RECEIVE,AN-C000885,100000885,176.48,CREDIT
ANTX-000095878,P2P_SEND,AN-C000355,100000355,332.85,DEBIT
ANTX-000095878,P2P_RECEIVE,AN-C002505,100002505,332.85,CREDIT
ANTX-000095880,P2P_SEND,AN-C000355,100000355,1174.45,DEBIT
ANTX-000095880,P2P_RECEIVE,AN-C002536,100002536,1174.45,CREDIT
ANTX-000095883,P2P_SEND,AN-C000355,100000355,1140.75,DEBIT
ANTX-000095883,P2P_RECEIVE,AN-C001921,100001921,1140.75,CREDIT
ANTX-000095889,P2P_SEND,AN-C000355,100000355,2350.51,DEBIT
ANTX-000095889,P2P_RECEIVE,AN-C002611,100002611,2350.51,CREDIT
ANTX-000095896,P2P_SEND,AN-C000355,100000355,1762.93,DEBIT
ANTX-000095896,P2P_RECEIVE,AN-C001810,100001810,1762.93,CREDIT
ANTX-000095900,P2P_SEND,AN-C000355,100000355,263.63,DEBIT
ANTX-000095900,P2P_RECEIVE,AN-C001622,100001622,263.63,CREDIT
ANTX-000095901,P2P_SEND,AN-C000355,100000355,164.63,DEBIT
ANTX-000095901,P2P_RECEIVE,AN-C002323,100002323,164.63,CREDIT
ANTX-000095910,P2P_SEND,AN-C000355,100000355,957.05,DEBIT
ANTX-000095910,P2P_RECEIVE,AN-C000786,100000786,957.05,CREDIT
ANTX-000095913,P2P_SEND,AN-C000355,100000355,2046.63,DEBIT
ANTX-000095913,P2P_RECEIVE,AN-C000827,100000827,2046.63,CREDIT
ANTX-000095914,P2P_SEND,AN-C000355,100000355,1034.07,DEBIT
ANTX-000095914,P2P_RECEIVE,AN-C000842,100000842,1034.07,CREDIT
ANTX-000095916,P2P_SEND,AN-C000355,100000355,807.95,DEBIT
ANTX-000095916,P2P_RECEIVE,AN-C000698,100000698,807.95,CREDIT
ANTX-000095917,P2P_SEND,AN-C000355,100000355,1999.02,DEBIT
ANTX-000095917,P2P_RECEIVE,AN-C002598,100002598,1999.02,CREDIT
ANTX-000095920,P2P_SEND,AN-C000355,100000355,661.48,DEBIT
