synthetic_person_id,source_entity,source_customer_id,tier,activity_factor,pay_sensitivity,seasonal_sensitivity,night_preference,geo_stability,lifecycle_state,scenario_id,severity,difficulty,burst_window_count
P00720,ananse,AN-C000720,High,0.829996,1.122929,0.969228,0.501141,0.771844,ACTIVE,,,,0
P00721,ananse,AN-C000721,Low,0.804567,0.974336,1.143944,0.18176,0.847634,ACTIVE,,,,1
P00722,ananse,AN-C000722,Moderate,0.939635,0.838382,0.876878,0.938461,0.781714,ACTIVE,,,,0
P00723,ananse,AN-C000723,Moderate,1.29787,1.249846,0.833145,0.600852,0.927046,ACTIVE,,,,1
P00724,ananse,AN-C000724,Very Low,1.942478,1.052662,0.863127,0.305524,0.785289,ACTIVE,,,,0
P00725,ananse,AN-C000725,Moderate,1.476832,1.155402,1.122046,0.674797,0.966034,REDUCED_ACTIVITY,,,,1
P00726,ananse,AN-C000726,High,0.984728,1.135219,0.860371,0.431678,0.821515,ACTIVE,,,,1
P00727,ananse,AN-C000727,Low,1.335633,0.795705,0.987154,0.887863,0.841708,ACTIVE,,,,0
P00728,ananse,AN-C000728,Very High,0.897348,0.772449,1.118797,0.927725,0.882454,ACTIVE,,,,0
P00729,ananse,AN-C000729,High,1.746705,0.972916,1.081415,0.664624,0.849647,ACTIVE,,,,0
P00730,ananse,AN-C000730,Moderate,0.69497,0.767579,0.990616,0.596082,0.992995,INACTIVE,,,,1
P00731,ananse,AN-C000731,High,0.795055,0.887513,1.121264,0.369395,0.844783,INACTIVE,,,,2
P00732,ananse,AN-C000732,Very High,0.819842,0.849489,1.149926,0.860233,0.92831,ACTIVE,,,,2
P00733,ananse,AN-C000733,Low,1.100632,0.844258,0.86969,0.283562,0.999561,ACTIVE,,,,1
P00734,ananse,AN-C000734,Very Low,1.23179,0.928684,1.049817,0.250864,0.916722,ACTIVE,S12,Low,Multi-event,0
P00735,ananse,AN-C000735,Very High,1.223503,0.930447,1.083776,0.330289,0.875562,ACTIVE,,,,0
P00736,ananse,AN-C000736,Very Low,0.934843,1.01573,0.86951,0.347988,0.798325,ACTIVE,,,,1
P00737,ananse,AN-C000737,Moderate,1.129898,0.874869,1.027045,0.243116,0.874657,ACTIVE,,,,1
P00738,ananse,AN-C000738,Moderate,0.973299,1.027738,1.164595,0.507111,0.986028,ACTIVE,,,,2
P00739,ananse,AN-C000739,High,1.108075,0.973661,1.175273,0.867902,0.751464,ACTIVE,,,,0
P00740,ananse,AN-C000740,Moderate,0.979087,1.092571,0.891837,0.706141,0.843028,ACTIVE,,,,1
P00741,ananse,AN-C000741,Low,0.905832,0.773103,1.093869,0.569195,0.858353,ACTIVE,,,,0
P00742,ananse,AN-C000742,Moderate,0.885062,0.754756,1.107633,0.766212,0.82298,ACTIVE,,,,0
P00743,ananse,AN-C000743,Low,0.789067,0.960923,0.972535,0.775032,0.946439,ACTIVE,,,,0
P00744,ananse,AN-C000744,Low,0.990258,0.916689,1.152609,0.274653,0.980288,ACTIVE,,,,1
P00745,ananse,AN-C000745,Very Low,0.597531,1.194697,1.124036,0.734091,0.930514,ACTIVE,,,,0
P00746,ananse,AN-C000746,Moderate,0.772179,0.826532,1.028839,0.80637,0.838159,ACTIVE,,,,1
P00747,ananse,AN-C000747,Moderate,0.970558,1.109581,0.812814,0.431375,0.876586,REDUCED_ACTIVITY,,,,0
P00748,ananse,AN-C000748,Low,1.465152,0.973414,1.194086,0.150744,0.812927,ACTIVE,,,,1
P00749,ananse,AN-C000749,Moderate,1.097214,1.028474,1.179418,0.560301,0.807403,REDUCED_ACTIVITY,,,,0
P00750,ananse,AN-C000750,High,0.903768,0.79881,1.099492,0.339734,0.905786,ACTIVE,,,,0
P00751,ananse,AN-C000751,Low,0.908201,0.923395,0.862272,0.653894,0.985069,ACTIVE,,,,1
P00752,ananse,AN-C000752,Moderate,0.798744,0.768183,0.978031,0.46645,0.920605,ACTIVE,,,,0
P00753,ananse,AN-C000753,Moderate,1.498785,1.199536,0.893401,0.78057,0.776382,RAMP_UP,,,,0
P00754,ananse,AN-C000754,Very Low,1.27411,0.765437,0.966246,0.126587,0.911797,ACTIVE,,,,0
P00755,ananse,AN-C000755,Moderate,0.883468,1.042815,1.166564,0.823084,0.99768,RAMP_UP,,,,1
P00756,ananse,AN-C000756,Moderate,1.115095,0.87793,0.815595,0.35467,0.939239,ACTIVE,,,,1
P00757,ananse,AN-C000757,Moderate,1.06108,0.869288,0.855215,0.963426,0.785138,ACTIVE,,,,0
P00758,ananse,AN-C000758,Moderate,0.894984,0.788403,1.050103,0.857207,0.992495,ACTIVE,,,,0
P00759,ananse,AN-C000759,Moderate,0.948939,0.946872,1.01642,0.276726,0.754756,ACTIVE,,,,1
P00760,ananse,AN-C000760,High,0.566457,1.175071,1.129039,0.678822,0.882734,ACTIVE,,,,1
P00761,ananse,AN-C000761,Moderate,0.574328,1.020356,1.09207,0.880293,0.843326,ACTIVE,,,,0
P00762,ananse,AN-C000762,Moderate,1.459958,0.991561,0.956865,0.817891,0.933766,REDUCED_ACTIVITY,,,,2
P00763,ananse,AN-C000763,Very High,0.855619,1.168707,1.16014,0.548178,0.78625,REDUCED_ACTIVITY,,,,1
P00764,ananse,AN-C000764,Moderate,1.065286,0.962301,1.127891,0.028009,0.863308,RAMP_UP,,,,0
P00765,ananse,AN-C000765,Moderate,1.172944,0.922384,0.885767,0.540972,0.754457,ACTIVE,,,,2
P00766,ananse,AN-C000766,Moderate,0.670914,1.058624,0.981716,0.708256,0.78149,ACTIVE,,,,0
P00767,ananse,AN-C000767,Moderate,1.309698,0.781632,1.019649,0.425552,0.921173,ACTIVE,,,,0
P00768,ananse,AN-C000768,Very Low,0.977768,0.877893,0.983511,0.285502,0.757787,ACTIVE,,,,1
P00769,ananse,AN-C000769,High,0.793594,0.959723,0.838437,0.587952,0.976176,ACTIVE,,,,0
P00770,ananse,AN-C000770,Low,0.671109,1.030581,0.95772,0.710757,0.966499,ACTIVE,,,,1
P00771,ananse,AN-C000771,Very Low,0.874745,1.119476,0.956434,0.144801,0.779735,ACTIVE,,,,1
P00772,ananse,AN-C000772,Low,1.036596,1.107601,1.157763,0.933743,0.960618,ACTIVE,,,,1
P00773,ananse,AN-C000773,Very High,1.073211,1.218187,0.87297,0.626889,0.971871,ACTIVE,,,,0
P00774,ananse,AN-C000774,Low,0.950348,1.118126,1.141302,0.670009,0.974875,REDUCED_ACTIVITY,,,,1
P00775,ananse,AN-C000775,Low,0.942115,1.055944,0.980654,0.892131,0.870673,ACTIVE,,,,1
P00776,ananse,AN-C000776,Moderate,0.901644,1.002828,0.917065,0.767227,0.851782,ACTIVE,,,,2
P00777,ananse,AN-C000777,Moderate,1.162961,1.003308,1.077956,0.792445,0.821056,ACTIVE,,,,1
P00778,ananse,AN-C000778,Very High,0.894582,1.055983,0.929321,0.767715,0.931942,ACTIVE,,,,0
P00779,ananse,AN-C000779,Low,1.048125,1.238815,1.167237,0.980321,0.971915,ACTIVE,,,,0
P00780,ananse,AN-C000780,Low,0.993948,1.077307,1.097073,0.697832,0.921814,ACTIVE,,,,0
P00781,ananse,AN-C000781,Low,0.590904,0.902141,0.900561,0.939047,0.836993,ACTIVE,,,,1
P00782,ananse,AN-C000782,Moderate,1.15151,0.925009,1.035315,0.111093,0.873522,ACTIVE,,,,0
P00783,ananse,AN-C000783,High,1.250871,0.907294,0.894787,0.16181,0.988636,ACTIVE,,,,0
P00784,ananse,AN-C000784,Very Low,0.864958,1.230965,1.095407,0.53968,0.943078,ACTIVE,,,,1
P00785,ananse,AN-C000785,Moderate,1.206499,0.821663,1.020885,0.556757,0.750917,INACTIVE,,,,0
P00786,ananse,AN-C000786,Moderate,0.82533,1.078854,0.873031,0.665343,0.752997,ACTIVE,,,,2
P00787,ananse,AN-C000787,Very Low,1.132614,0.910078,1.058588,0.60133,0.751705,ACTIVE,,,,1
P00788,ananse,AN-C000788,Low,0.768336,1.186868,0.877216,0.64947,0.924573,ACTIVE,,,,0
P00789,ananse,AN-C000789,Moderate,1.256304,1.008737,1.045024,0.857763,0.918796,REDUCED_ACTIVITY,,,,1
P00790,ananse,AN-C000790,Very High,1.060507,1.169592,0.908746,0.781247,0.983331,ACTIVE,,,,1
P00791,ananse,AN-C000791,Very Low,1.0443,0.839519,1.038925,0.473258,0.831279,INACTIVE,,,,1
P00792,ananse,AN-C000792,Moderate,0.933642,0.768161,1.070142,0.337564,0.931119,ACTIVE,,,,0
P00793,ananse,AN-C000793,Low,1.005354,1.13827,0.901683,0.597115,0.98802,ACTIVE,,,,1
P00794,ananse,AN-C000794,Low,0.641064,1.012923,1.180537,0.371178,0.912171,INACTIVE,,,,1
P00795,ananse,AN-C000795,High,1.449543,0.840114,1.037909,0.325783,0.878744,ACTIVE,,,,0
P00796,ananse,AN-C000796,Moderate,0.847024,1.158142,1.085896,0.272983,0.825013,ACTIVE,,,,2
P00797,ananse,AN-C000797,Low,0.865461,0.75861,0.935261,0.380665,0.769533,ACTIVE,,,,1
P00798,ananse,AN-C000798,Low,1.295867,0.820097,1.0485,0.911873,0.854271,ACTIVE,,,,0
P00799,ananse,AN-C000799,High,0.946051,0.970913,1.115577,0.96083,0.806742,ACTIVE,S14,Medium,Contextual,0
P00800,ananse,AN-C000800,High,1.273117,1.194362,0.912985,0.307536,0.862137,RAMP_UP,,,,1
P00801,ananse,AN-C000801,Moderate,1.361904,1.227055,0.82656,0.984648,0.868091,ACTIVE,,,,0
P00802,ananse,AN-C000802,Very High,0.830263,1.209608,0.954165,0.665236,0.772015,ACTIVE,,,,0
P00803,ananse,AN-C000803,Very Low,1.026552,1.167698,1.193668,0.32933,0.776465,INACTIVE,,,,0
P00804,ananse,AN-C000804,Low,1.214785,1.105326,0.838539,0.676779,0.898622,ACTIVE,,,,0
P00805,ananse,AN-C000805,Moderate,0.767148,1.108001,1.086781,0.54441,0.825499,ACTIVE,,,,0
P00806,ananse,AN-C000806,Moderate,1.062694,0.960005,0.988812,0.633556,0.979391,REDUCED_ACTIVITY,,,,0
P00807,ananse,AN-C000807,High,1.073224,1.127655,1.132283,0.437854,0.797272,ACTIVE,,,,0
P00808,ananse,AN-C000808,Moderate,0.750442,1.147791,0.907713,0.149525,0.790986,REDUCED_ACTIVITY,,,,0
P00809,ananse,AN-C000809,Low,0.974654,1.095995,1.099578,0.248904,0.963751,ACTIVE,,,,0
P00810,ananse,AN-C000810,High,0.89853,0.860413,0.842534,0.973996,0.914355,ACTIVE,,,,0
P00811,ananse,AN-C000811,Moderate,1.036983,1.20285,1.016525,0.967666,0.803188,ACTIVE,,,,1
P00812,ananse,AN-C000812,Very Low,1.133833,0.882235,0.947849,0.206665,0.970952,INACTIVE,,,,1
P00813,ananse,AN-C000813,Moderate,1.028101,1.008517,1.174161,0.78689,0.959195,ACTIVE,,,,0
P00814,ananse,AN-C000814,Moderate,1.216277,1.014028,0.93547,0.480376,0.992812,ACTIVE,,,,0
P00815,ananse,AN-C000815,High,0.560443,0.834818,0.929246,0.915326,0.884502,ACTIVE,,,,0
P00816,ananse,AN-C000816,Very Low,0.774572,1.054126,0.942207,0.080391,0.813266,REDUCED_ACTIVITY,,,,0
P00817,ananse,AN-C000817,Moderate,0.9606,1.029207,1.175502,0.641609,0.762731,REDUCED_ACTIVITY,,,,0
P00818,ananse,AN-C000818,Very Low,1.239796,0.799065,0.846993,0.171808,0.914047,ACTIVE,,,,0
P00819,ananse,AN-C000819,Moderate,1.093835,0.750533,0.854479,0.823372,0.777797,ACTIVE,,,,2
P00820,ananse,AN-C000820,Moderate,1.132722,0.855771,1.125552,0.468525,0.992956,ACTIVE,,,,0
P00821,ananse,AN-C000821,Low,0.673956,1.051866,0.810581,0.560891,0.769144,ACTIVE,,,,0
P00822,ananse,AN-C000822,Moderate,0.753558,1.044559,1.00304,0.449174,0.799912,ACTIVE,,,,0
P00823,ananse,AN-C000823,Moderate,1.075517,0.765815,0.869299,0.417314,0.985262,ACTIVE,,,,1
P00824,ananse,AN-C000824,High,0.858135,1.217879,0.837981,0.925341,0.758382,ACTIVE,,,,0
P00825,ananse,AN-C000825,Low,0.646549,0.911868,0.909817,0.462097,0.913122,REDUCED_ACTIVITY,,,,1
P00826,ananse,AN-C000826,Moderate,1.230745,1.157512,0.850257,0.067736,0.970259,ACTIVE,,,,1
P00827,ananse,AN-C000827,Moderate,0.583819,0.927417,1.188071,0.935812,0.883883,RAMP_UP,,,,1
P00828,ananse,AN-C000828,Moderate,1.300197,0.780673,1.171846,0.548104,0.914417,ACTIVE,,,,1
P00829,ananse,AN-C000829,Moderate,0.941579,1.135872,1.185885,0.406297,0.981264,ACTIVE,,,,0
P00830,ananse,AN-C000830,Moderate,1.293462,1.00765,1.195271,0.669962,0.880422,ACTIVE,,,,0
P00831,ananse,AN-C000831,Low,0.918446,0.758677,0.852466,0.613026,0.83985,ACTIVE,S02,Low,Cross-institution,1
P00832,ananse,AN-C000832,Very Low,1.149115,0.887628,1.059544,0.803754,0.929603,INACTIVE,,,,0
P00833,ananse,AN-C000833,Moderate,1.264012,1.052015,1.002244,0.478879,0.932555,ACTIVE,,,,1
P00834,ananse,AN-C000834,High,0.668602,0.910197,1.09504,0.311997,0.913209,ACTIVE,S08,Low,Contextual,0
P00835,ananse,AN-C000835,Moderate,1.032318,1.159689,0.96978,0.05308,0.976109,ACTIVE,,,,0
P00836,ananse,AN-C000836,High,1.082397,0.881716,1.085951,0.218274,0.883405,ACTIVE,,,,1
P00837,ananse,AN-C000837,Moderate,1.479174,1.05519,1.040256,0.277127,0.977903,ACTIVE,,,,0
P00838,ananse,AN-C000838,Moderate,1.49936,0.989059,1.090735,0.161203,0.782936,ACTIVE,,,,0
P00839,ananse,AN-C000839,High,1.14494,1.147088,1.147485,0.468147,0.752941,ACTIVE,,,,0
P00840,ananse,AN-C000840,Low,0.794849,1.126054,0.962298,0.277666,0.980085,INACTIVE,,,,0
P00841,ananse,AN-C000841,Low,0.82192,0.871561,0.887826,0.239138,0.830169,ACTIVE,,,,0
P00842,ananse,AN-C000842,Low,1.151994,1.048118,1.018037,0.586499,0.917084,ACTIVE,,,,0
P00843,ananse,AN-C000843,Moderate,1.665747,0.78376,1.15325,0.41684,0.968378,ACTIVE,S15,Low,Contextual,1
P00844,ananse,AN-C000844,Low,1.105831,0.885078,1.040965,0.393165,0.902531,REDUCED_ACTIVITY,,,,1
P00845,ananse,AN-C000845,Moderate,0.539556,0.866651,1.174667,0.584057,0.888933,ACTIVE,,,,2
P00846,ananse,AN-C000846,Moderate,1.54318,0.86194,0.865083,0.159295,0.777629,ACTIVE,,,,1
P00847,ananse,AN-C000847,Moderate,0.934356,1.154684,1.18656,0.294919,0.971069,ACTIVE,,,,1
P00848,ananse,AN-C000848,Low,0.975618,1.033062,0.924031,0.794524,0.951943,ACTIVE,,,,1
P00849,ananse,AN-C000849,Moderate,1.181585,1.009953,0.806248,0.195347,0.798226,REDUCED_ACTIVITY,S05,Low,Ambiguous,2
P00850,ananse,AN-C000850,Moderate,0.862509,1.155774,0.914883,0.637084,0.981405,ACTIVE,,,,0
P00851,ananse,AN-C000851,Moderate,1.015871,1.004351,1.019332,0.246802,0.968537,ACTIVE,,,,0
P00852,ananse,AN-C000852,Low,0.945556,0.844258,1.15627,0.017989,0.839929,ACTIVE,,,,0
P00853,ananse,AN-C000853,Low,1.353076,1.041948,1.134396,0.035696,0.773496,ACTIVE,,,,1
P00854,ananse,AN-C000854,Low,1.085298,1.050526,0.838496,0.790556,0.796788,ACTIVE,S05,High,Multi-event,1
P00855,ananse,AN-C000855,Very Low,1.130868,1.2229,0.966382,0.242158,0.982913,ACTIVE,,,,0
P00856,ananse,AN-C000856,High,0.870504,0.978224,0.951317,0.251681,0.948464,ACTIVE,S11,Medium,Multi-event,0
P00857,ananse,AN-C000857,Moderate,0.744622,1.113113,1.088535,0.555934,0.983483,ACTIVE,,,,3
P00858,ananse,AN-C000858,Low,0.87281,0.935255,0.942717,0.424677,0.840206,ACTIVE,,,,0
P00859,ananse,AN-C000859,Moderate,1.546418,0.990795,0.809677,0.463425,0.904532,ACTIVE,S14,Low,Contextual,0
P00860,ananse,AN-C000860,Very High,1.015327,1.133427,0.955687,0.273587,0.914694,ACTIVE,,,,0
P00861,ananse,AN-C000861,Moderate,1.032491,0.91292,0.879883,0.805078,0.829982,ACTIVE,,,,0
P00862,ananse,AN-C000862,High,0.833827,0.975697,1.007268,0.152884,0.809587,ACTIVE,,,,0
P00863,ananse,AN-C000863,Very Low,1.027622,1.220299,0.866561,0.246568,0.995384,REDUCED_ACTIVITY,,,,0
P00864,ananse,AN-C000864,Moderate,0.856983,0.912376,0.855922,0.70375,0.764591,ACTIVE,S03,Low,Contextual,1
P00865,ananse,AN-C000865,Low,1.137269,1.19009,1.011991,0.792586,0.770104,ACTIVE,,,,1
P00866,ananse,AN-C000866,Moderate,1.183677,0.86401,1.069989,0.920051,0.957239,ACTIVE,,,,0
P00867,ananse,AN-C000867,High,0.922926,1.064974,0.885133,0.242724,0.836355,REDUCED_ACTIVITY,,,,2
P00868,ananse,AN-C000868,Very Low,1.303173,0.810793,1.13326,0.853575,0.776086,ACTIVE,,,,0
P00869,ananse,AN-C000869,Low,1.316156,1.135261,0.884827,0.014695,0.880235,ACTIVE,,,,1
P00870,ananse,AN-C000870,Moderate,0.871466,1.164316,0.892185,0.545227,0.918609,ACTIVE,,,,0
P00871,ananse,AN-C000871,Very Low,0.876945,1.207791,0.825068,0.457947,0.864574,ACTIVE,,,,1
P00872,ananse,AN-C000872,High,1.399153,1.239868,1.123421,0.754771,0.813241,REDUCED_ACTIVITY,,,,0
P00873,ananse,AN-C000873,Low,1.16476,0.879348,0.890792,0.418999,0.96865,ACTIVE,,,,0
P00874,ananse,AN-C000874,Moderate,1.011591,0.992039,0.833589,0.825787,0.766365,ACTIVE,,,,2
P00875,ananse,AN-C000875,Low,1.070118,0.867673,0.875921,0.476949,0.869237,ACTIVE,,,,0
P00876,ananse,AN-C000876,Moderate,1.597281,1.083709,1.002095,0.821593,0.812743,ACTIVE,S11,High,Contextual,0
P00877,ananse,AN-C000877,Very Low,0.81616,0.997513,1.036614,0.360093,0.896209,ACTIVE,,,,0
P00878,ananse,AN-C000878,Low,1.163886,0.967815,0.860545,0.381778,0.961524,INACTIVE,,,,1
P00879,ananse,AN-C000879,Low,0.746445,0.93403,1.041295,0.763792,0.896188,INACTIVE,,,,1
P00880,ananse,AN-C000880,Moderate,1.02215,0.885379,0.923148,0.55159,0.763749,INACTIVE,,,,1
P00881,ananse,AN-C000881,Low,1.283055,0.772852,1.107223,0.4459,0.876175,REDUCED_ACTIVITY,,,,0
P00882,ananse,AN-C000882,Moderate,1.263041,0.903799,0.965406,0.840057,0.922653,INACTIVE,,,,0
P00883,ananse,AN-C000883,Moderate,0.794578,1.013232,0.876663,0.466914,0.802966,ACTIVE,,,,1
P00884,ananse,AN-C000884,Very Low,1.307284,0.94894,0.992033,0.512714,0.937399,ACTIVE,,,,0
P00885,ananse,AN-C000885,Very Low,1.380347,0.999555,0.886994,0.669661,0.799113,INACTIVE,,,,1
P00886,ananse,AN-C000886,Low,1.330669,1.064213,1.084446,0.412831,0.803878,REDUCED_ACTIVITY,,,,0
P00887,ananse,AN-C000887,Moderate,1.326855,0.922692,1.015606,0.630046,0.87613,ACTIVE,,,,0
P00888,ananse,AN-C000888,Moderate,1.287646,1.023716,1.135375,0.440029,0.988287,ACTIVE,,,,0
P00889,ananse,AN-C000889,Moderate,0.94832,0.757067,1.051352,0.866042,0.770825,ACTIVE,S01,Low,Contextual,0
P00890,ananse,AN-C000890,Low,1.253887,1.06622,1.18736,0.032102,0.909462,INACTIVE,,,,1
P00891,ananse,AN-C000891,Moderate,1.286588,1.071936,1.108844,0.526022,0.847708,INACTIVE,,,,0
P00892,ananse,AN-C000892,Low,1.136643,0.793173,1.182906,0.922591,0.789996,ACTIVE,,,,0
P00893,ananse,AN-C000893,Low,1.211979,0.78481,0.847361,0.347145,0.988411,ACTIVE,,,,0
P00894,ananse,AN-C000894,Low,0.804892,1.017802,1.013858,0.042563,0.957467,ACTIVE,,,,1
P00895,ananse,AN-C000895,Low,0.90566,1.246685,0.897355,0.446931,0.984187,REDUCED_ACTIVITY,,,,1
P00896,ananse,AN-C000896,Low,1.25868,1.202223,1.154316,0.939137,0.869159,ACTIVE,,,,0
P00897,ananse,AN-C000897,Moderate,0.883315,0.887235,1.164518,0.2102,0.99859,ACTIVE,,,,0
P00898,ananse,AN-C000898,Moderate,1.059515,1.172917,1.187024,0.868172,0.828643,ACTIVE,,,,1
P00899,ananse,AN-C000899,Low,1.087756,0.811394,0.869532,0.710588,0.794494,INACTIVE,,,,0
P00900,ananse,AN-C000900,Moderate,1.22218,1.234426,0.878441,0.349375,0.934234,ACTIVE,S08,Low,Cross-institution,0
P00901,ananse,AN-C000901,Moderate,1.308019,0.871183,1.189796,0.280836,0.926624,ACTIVE,,,,0
P00902,ananse,AN-C000902,Low,0.965063,1.037809,0.846049,0.696905,0.934225,ACTIVE,,,,2
P00903,ananse,AN-C000903,Very Low,1.238162,0.881325,0.822305,0.033037,0.890258,ACTIVE,,,,1
P00904,ananse,AN-C000904,Low,1.121748,0.784877,1.163057,0.538593,0.856965,INACTIVE,,,,0
P00905,ananse,AN-C000905,Moderate,0.945721,0.90554,0.98722,0.624856,0.918283,ACTIVE,,,,0
P00906,ananse,AN-C000906,Moderate,0.699744,0.800411,0.865464,0.522519,0.963843,ACTIVE,,,,0
P00907,ananse,AN-C000907,Low,1.373075,1.143722,1.055436,0.688603,0.97885,ACTIVE,S02,High,Cross-institution,0
P00908,ananse,AN-C000908,High,0.835722,1.193569,0.908663,0.721808,0.820657,RAMP_UP,,,,0
P00909,ananse,AN-C000909,High,0.581292,1.172719,0.838032,0.734583,0.937136,ACTIVE,,,,1
P00910,ananse,AN-C000910,Low,1.423075,0.80461,1.163962,0.166059,0.917135,ACTIVE,,,,0
P00911,ananse,AN-C000911,Low,1.413955,0.766297,0.982186,0.626705,0.917347,ACTIVE,,,,0
P00912,ananse,AN-C000912,Very Low,0.700771,0.92315,1.103242,0.102321,0.905991,RAMP_UP,,,,1
P00913,ananse,AN-C000913,Moderate,0.98212,0.824713,0.841607,0.346394,0.819334,ACTIVE,,,,0
P00914,ananse,AN-C000914,High,0.969688,0.940924,1.163085,0.111283,0.835734,ACTIVE,,,,1
P00915,ananse,AN-C000915,Low,0.722663,0.949387,1.126297,0.221641,0.940988,ACTIVE,,,,0
P00916,ananse,AN-C000916,Low,0.889205,0.756184,1.133726,0.99389,0.766335,REDUCED_ACTIVITY,,,,1
P00917,ananse,AN-C000917,Very High,0.911094,0.805625,1.084083,0.692167,0.817818,ACTIVE,,,,3
P00918,ananse,AN-C000918,Very Low,0.789884,1.094321,0.873079,0.777523,0.784921,ACTIVE,,,,2
P00919,ananse,AN-C000919,Low,1.027293,0.948815,1.012526,0.462202,0.875936,ACTIVE,,,,0
P00920,ananse,AN-C000920,Very Low,0.562583,1.11032,0.989483,0.035726,0.917734,ACTIVE,,,,0
P00921,ananse,AN-C000921,Very Low,1.376483,0.783636,0.965533,0.114961,0.998791,ACTIVE,,,,0
P00922,ananse,AN-C000922,Low,1.205546,1.216334,1.019411,0.807459,0.861667,ACTIVE,,,,0
P00923,ananse,AN-C000923,Low,0.91754,1.239901,1.051626,0.804404,0.920012,RAMP_UP,,,,1
P00924,ananse,AN-C000924,Low,0.730481,1.049442,1.057476,0.455553,0.914308,ACTIVE,,,,0
P00925,ananse,AN-C000925,Moderate,1.061626,1.061222,0.994118,0.717575,0.988806,ACTIVE,S09,Low,Multi-event,1
P00926,ananse,AN-C000926,Low,0.939748,1.197459,1.110803,0.708379,0.83677,ACTIVE,,,,0
P00927,ananse,AN-C000927,Moderate,1.019795,1.232078,0.944744,0.366435,0.88321,ACTIVE,,,,0
P00928,ananse,AN-C000928,Very Low,0.832886,0.844554,0.883652,0.360122,0.940366,ACTIVE,,,,1
P00929,ananse,AN-C000929,Moderate,0.794835,0.849612,0.859743,0.627292,0.887511,ACTIVE,S03,Low,Ambiguous,0
P00930,ananse,AN-C000930,Low,1.361709,1.163206,1.061406,0.318617,0.929289,ACTIVE,,,,0
P00931,ananse,AN-C000931,Moderate,1.066577,0.961346,1.086272,0.668707,0.757073,ACTIVE,,,,1
P00932,ananse,AN-C000932,Moderate,1.022581,1.18107,0.975234,0.645827,0.912543,ACTIVE,,,,0
P00933,ananse,AN-C000933,Moderate,0.538211,0.806033,1.087201,0.072128,0.977824,INACTIVE,,,,0
P00934,ananse,AN-C000934,Moderate,1.140273,1.075061,1.177478,0.637854,0.792165,ACTIVE,S12,Medium,Multi-event,0
P00935,ananse,AN-C000935,High,0.721165,0.837696,1.097945,0.744824,0.843872,ACTIVE,,,,0
P00936,ananse,AN-C000936,Low,1.223629,0.758487,0.97589,0.865296,0.871832,ACTIVE,,,,1
P00937,ananse,AN-C000937,Very Low,0.826967,0.899774,0.869925,0.621508,0.821284,INACTIVE,,,,0
P00938,ananse,AN-C000938,Very Low,0.943482,1.234611,1.099163,0.299986,0.904895,ACTIVE,,,,0
P00939,ananse,AN-C000939,Very Low,0.929114,1.238088,0.89721,0.734814,0.91026,ACTIVE,,,,0
P00940,ananse,AN-C000940,Moderate,1.244657,1.041756,1.087197,0.459163,0.792839,ACTIVE,,,,1
P00941,ananse,AN-C000941,Moderate,1.22533,1.065617,1.079782,0.127881,0.918331,ACTIVE,,,,0
P00942,ananse,AN-C000942,Low,1.449326,1.106402,0.970571,0.361591,0.903868,ACTIVE,,,,0
P00943,ananse,AN-C000943,High,1.049264,1.089512,1.148045,0.707852,0.798149,ACTIVE,,,,0
P00944,ananse,AN-C000944,Low,0.7736,1.228214,0.808924,0.542153,0.953241,INACTIVE,,,,0
P00945,ananse,AN-C000945,High,0.986241,0.994105,0.896258,0.709301,0.8801,ACTIVE,,,,0
P00946,ananse,AN-C000946,Low,0.881992,0.753896,0.976236,0.870256,0.898048,ACTIVE,,,,1
P00947,ananse,AN-C000947,Low,0.895064,0.959458,0.997848,0.599877,0.882779,REDUCED_ACTIVITY,,,,2
P00948,ananse,AN-C000948,Very Low,1.13552,1.128633,1.128965,0.107176,0.867794,RAMP_UP,,,,0
P00949,ananse,AN-C000949,Low,0.871864,1.088992,1.085615,0.101856,0.861762,ACTIVE,,,,1
P00950,ananse,AN-C000950,Low,0.80944,1.115709,0.823431,0.301414,0.924524,ACTIVE,,,,0
P00951,ananse,AN-C000951,Moderate,1.974421,0.849885,0.873612,0.195346,0.872153,ACTIVE,,,,0
P00952,ananse,AN-C000952,Moderate,1.08504,1.186336,1.176759,0.953935,0.760695,ACTIVE,,,,1
P00953,ananse,AN-C000953,Low,0.824184,1.117259,0.984416,0.562319,0.75888,ACTIVE,,,,0
P00954,ananse,AN-C000954,Moderate,1.081461,1.139851,1.166084,0.583281,0.977911,ACTIVE,,,,0
P00955,ananse,AN-C000955,Low,0.755087,1.014112,0.923179,0.013914,0.966395,ACTIVE,,,,0
P00956,ananse,AN-C000956,Moderate,0.841063,1.0117,1.043986,0.571076,0.908061,REDUCED_ACTIVITY,,,,1
P00957,ananse,AN-C000957,Moderate,0.735766,1.241219,1.184657,0.380972,0.958764,ACTIVE,,,,0
P00958,ananse,AN-C000958,Very Low,0.874943,0.99167,1.150253,0.690029,0.816156,INACTIVE,,,,0
P00959,ananse,AN-C000959,Low,1.339753,1.241926,0.948493,0.030554,0.75982,ACTIVE,,,,0
P00960,ananse,AN-C000960,High,1.352654,0.994983,0.916402,0.445965,0.993623,ACTIVE,,,,1
P00961,ananse,AN-C000961,Moderate,0.90321,1.135837,1.05568,0.762767,0.949067,ACTIVE,,,,1
